dt,dt_iso,timezone,city_name,lat,lon,temp,weather_id,weather_main,weather_description,weather_icon
1641492000,2022-01-06 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.7,802,Clouds,scattered clouds,03n
1641495600,2022-01-06 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.7,802,Clouds,scattered clouds,03n
1641499200,2022-01-06 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-3.71,801,Clouds,few clouds,02n
1641502800,2022-01-06 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-1.16,802,Clouds,scattered clouds,03n
1641506400,2022-01-06 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-3.41,803,Clouds,broken clouds,04n
1641510000,2022-01-06 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-3.12,804,Clouds,overcast clouds,04n
1641513600,2022-01-07 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.91,804,Clouds,overcast clouds,04n
1641517200,2022-01-07 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,-0.27,804,Clouds,overcast clouds,04n
1641520800,2022-01-07 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.33,804,Clouds,overcast clouds,04n
1641524400,2022-01-07 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.98,600,Snow,light snow,13n
1641528000,2022-01-07 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.23,600,Snow,light snow,13n
1641531600,2022-01-07 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.94,500,Rain,light rain,10n
1641535200,2022-01-07 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.08,500,Rain,light rain,10n
1641538800,2022-01-07 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.89,500,Rain,light rain,10n
1641542400,2022-01-07 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.72,601,Snow,snow,13d
1641546000,2022-01-07 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.11,601,Snow,snow,13d
1641549600,2022-01-07 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.23,601,Snow,snow,13d
1641553200,2022-01-07 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.46,601,Snow,snow,13d
1641556800,2022-01-07 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.91,500,Rain,light rain,10d
1641560400,2022-01-07 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.13,503,Rain,very heavy rain,10d
1641564000,2022-01-07 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.15,503,Rain,very heavy rain,10d
1641567600,2022-01-07 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.68,500,Rain,light rain,10n
1641571200,2022-01-07 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.69,500,Rain,light rain,10n
1641574800,2022-01-07 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.68,804,Clouds,overcast clouds,04n
1641578400,2022-01-07 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.17,500,Rain,light rain,10n
1641582000,2022-01-07 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.09,500,Rain,light rain,10n
1641585600,2022-01-07 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,3.1,500,Rain,light rain,10n
1641589200,2022-01-07 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.8,803,Clouds,broken clouds,04n
1641592800,2022-01-07 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.52,500,Rain,light rain,10n
1641596400,2022-01-07 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.75,804,Clouds,overcast clouds,04n
1641600000,2022-01-08 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.74,600,Snow,light snow,13n
1641603600,2022-01-08 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.31,500,Rain,light rain,10n
1641607200,2022-01-08 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.51,500,Rain,light rain,10n
1641610800,2022-01-08 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.31,500,Rain,light rain,10n
1641614400,2022-01-08 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.79,500,Rain,light rain,10n
1641618000,2022-01-08 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.3,804,Clouds,overcast clouds,04n
1641621600,2022-01-08 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.31,804,Clouds,overcast clouds,04n
1641625200,2022-01-08 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.75,804,Clouds,overcast clouds,04n
1641628800,2022-01-08 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,2.22,804,Clouds,overcast clouds,04d
1641632400,2022-01-08 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.07,600,Snow,light snow,13d
1641636000,2022-01-08 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.16,601,Snow,snow,13d
1641639600,2022-01-08 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.08,601,Snow,snow,13d
1641643200,2022-01-08 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.69,600,Snow,light snow,13d
1641646800,2022-01-08 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.83,804,Clouds,overcast clouds,04d
1641650400,2022-01-08 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.09,804,Clouds,overcast clouds,04d
1641654000,2022-01-08 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.55,804,Clouds,overcast clouds,04n
1641657600,2022-01-08 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.79,804,Clouds,overcast clouds,04n
1641661200,2022-01-08 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.74,804,Clouds,overcast clouds,04n
1641664800,2022-01-08 18:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.75,803,Clouds,broken clouds,04n
1641668400,2022-01-08 19:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.64,803,Clouds,broken clouds,04n
1641672000,2022-01-08 20:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.47,803,Clouds,broken clouds,04n
1641675600,2022-01-08 21:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.53,803,Clouds,broken clouds,04n
1641679200,2022-01-08 22:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.44,600,Snow,light snow,13n
1641682800,2022-01-08 23:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.14,600,Snow,light snow,13n
1641686400,2022-01-09 00:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.18,804,Clouds,overcast clouds,04n
1641690000,2022-01-09 01:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.45,804,Clouds,overcast clouds,04n
1641693600,2022-01-09 02:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.47,804,Clouds,overcast clouds,04n
1641697200,2022-01-09 03:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.71,804,Clouds,overcast clouds,04n
1641700800,2022-01-09 04:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.72,804,Clouds,overcast clouds,04n
1641704400,2022-01-09 05:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.62,804,Clouds,overcast clouds,04n
1641708000,2022-01-09 06:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.64,600,Snow,light snow,13n
1641711600,2022-01-09 07:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.64,600,Snow,light snow,13n
1641715200,2022-01-09 08:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.03,600,Snow,light snow,13d
1641718800,2022-01-09 09:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.04,601,Snow,snow,13d
1641722400,2022-01-09 10:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.01,601,Snow,snow,13d
1641726000,2022-01-09 11:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.08,601,Snow,snow,13d
1641729600,2022-01-09 12:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.1,601,Snow,snow,13d
1641733200,2022-01-09 13:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.1,601,Snow,snow,13d
1641736800,2022-01-09 14:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.55,601,Snow,snow,13d
1641740400,2022-01-09 15:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,0.74,601,Snow,snow,13n
1641744000,2022-01-09 16:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.03,600,Snow,light snow,13n
1641747600,2022-01-09 17:00:00 +0000 UTC,3600,Kungsbacka,57.487492,12.076193,1.03,600,Snow,light snow,13n
