Datum;temp;weather_main
2022-01-03 04:00:00 +0000 UTC;5.82;Clouds
2022-01-03 05:00:00 +0000 UTC;5.82;Clouds
2022-01-03 06:00:00 +0000 UTC;5.82;Clouds
2022-01-03 07:00:00 +0000 UTC;5.82;Clouds
2022-01-03 08:00:00 +0000 UTC;5.82;Clouds
2022-01-03 09:00:00 +0000 UTC;6.29;Clouds
2022-01-03 10:00:00 +0000 UTC;6.06;Rain
2022-01-03 11:00:00 +0000 UTC;6.06;Rain
2022-01-03 12:00:00 +0000 UTC;6.4;Clouds
2022-01-03 13:00:00 +0000 UTC;6.4;Clouds
2022-01-03 14:00:00 +0000 UTC;5.99;Rain
2022-01-03 15:00:00 +0000 UTC;5.8;Rain
2022-01-03 16:00:00 +0000 UTC;5.8;Rain
2022-01-03 17:00:00 +0000 UTC;5.8;Clouds
2022-01-03 18:00:00 +0000 UTC;5.98;Clouds
2022-01-03 19:00:00 +0000 UTC;5.8;Rain
2022-01-03 20:00:00 +0000 UTC;5.48;Rain
2022-01-03 21:00:00 +0000 UTC;4.89;Rain
2022-01-03 22:00:00 +0000 UTC;3.99;Clouds
2022-01-03 23:00:00 +0000 UTC;3.29;Clouds
2022-01-04 00:00:00 +0000 UTC;3.01;Clear
2022-01-04 01:00:00 +0000 UTC;1.73;Clear
2022-01-04 02:00:00 +0000 UTC;2.11;Clear
2022-01-04 03:00:00 +0000 UTC;2.04;Clouds
2022-01-04 04:00:00 +0000 UTC;3.18;Clouds
2022-01-04 05:00:00 +0000 UTC;0.01;Clouds
2022-01-04 06:00:00 +0000 UTC;1.79;Clear
2022-01-04 07:00:00 +0000 UTC;2.03;Clear
2022-01-04 08:00:00 +0000 UTC;2.44;Clear
2022-01-04 09:00:00 +0000 UTC;2.42;Clear
2022-01-04 10:00:00 +0000 UTC;3.46;Clear
2022-01-04 11:00:00 +0000 UTC;3.78;Clouds
2022-01-04 12:00:00 +0000 UTC;4.18;Clear
2022-01-04 13:00:00 +0000 UTC;3.9;Clear
2022-01-04 14:00:00 +0000 UTC;3.45;Clear
2022-01-04 15:00:00 +0000 UTC;4;Clouds
2022-01-04 16:00:00 +0000 UTC;3.04;Clouds
2022-01-04 17:00:00 +0000 UTC;2.46;Clouds
2022-01-04 18:00:00 +0000 UTC;3.41;Clouds
2022-01-04 19:00:00 +0000 UTC;2.87;Rain
2022-01-04 20:00:00 +0000 UTC;2.92;Clouds
2022-01-04 21:00:00 +0000 UTC;1.84;Snow
2022-01-04 22:00:00 +0000 UTC;3.12;Rain
2022-01-04 23:00:00 +0000 UTC;2.63;Rain
2022-01-05 00:00:00 +0000 UTC;1.83;Snow
2022-01-05 01:00:00 +0000 UTC;1.92;Rain
2022-01-05 02:00:00 +0000 UTC;2.34;Rain
2022-01-05 03:00:00 +0000 UTC;2.52;Rain
2022-01-05 04:00:00 +0000 UTC;2.69;Rain
2022-01-05 05:00:00 +0000 UTC;1.98;Rain
2022-01-05 06:00:00 +0000 UTC;2.65;Rain
2022-01-05 07:00:00 +0000 UTC;2.66;Rain
2022-01-05 08:00:00 +0000 UTC;2.29;Rain
2022-01-05 09:00:00 +0000 UTC;1.71;Snow
2022-01-05 10:00:00 +0000 UTC;2.17;Rain
2022-01-05 11:00:00 +0000 UTC;2.23;Clouds
2022-01-05 12:00:00 +0000 UTC;1.35;Clouds
2022-01-05 13:00:00 +0000 UTC;1.53;Clouds
2022-01-05 14:00:00 +0000 UTC;1.01;Clouds
2022-01-05 15:00:00 +0000 UTC;0.24;Clouds
2022-01-05 16:00:00 +0000 UTC;-0.66;Clouds
2022-01-05 17:00:00 +0000 UTC;-1.11;Clouds
2022-01-05 18:00:00 +0000 UTC;-2.87;Clouds
2022-01-05 19:00:00 +0000 UTC;-3.05;Clouds
2022-01-05 20:00:00 +0000 UTC;-2.16;Clouds
2022-01-05 21:00:00 +0000 UTC;-1.43;Clear
2022-01-05 22:00:00 +0000 UTC;-1.57;Clear
2022-01-05 23:00:00 +0000 UTC;-1.23;Clear
2022-01-06 00:00:00 +0000 UTC;-1.4;Clear
2022-01-06 01:00:00 +0000 UTC;-1.23;Clear
2022-01-06 02:00:00 +0000 UTC;-1.6;Clear
2022-01-06 03:00:00 +0000 UTC;-1.87;Clear
2022-01-06 04:00:00 +0000 UTC;-2.03;Clear
2022-01-06 05:00:00 +0000 UTC;-2.29;Clear
2022-01-06 06:00:00 +0000 UTC;-2.74;Clear
2022-01-06 07:00:00 +0000 UTC;-2.73;Clear
2022-01-06 08:00:00 +0000 UTC;-4.3;Clear
2022-01-06 09:00:00 +0000 UTC;-1.45;Clear
2022-01-06 10:00:00 +0000 UTC;-0.52;Clear
2022-01-06 11:00:00 +0000 UTC;-0.03;Clouds
2022-01-06 12:00:00 +0000 UTC;1.32;Clouds
2022-01-06 13:00:00 +0000 UTC;2.3;Clouds
2022-01-06 14:00:00 +0000 UTC;0.46;Clouds
2022-01-06 15:00:00 +0000 UTC;-1.08;Clouds
2022-01-06 16:00:00 +0000 UTC;-1.53;Clouds
2022-01-06 17:00:00 +0000 UTC;-1.53;Clouds
2022-01-06 18:00:00 +0000 UTC;-1.7;Clouds
2022-01-06 19:00:00 +0000 UTC;-1.7;Clouds
2022-01-06 20:00:00 +0000 UTC;-3.71;Clouds
2022-01-06 21:00:00 +0000 UTC;-1.16;Clouds
2022-01-06 22:00:00 +0000 UTC;-3.41;Clouds
2022-01-06 23:00:00 +0000 UTC;-3.12;Clouds
2022-01-07 00:00:00 +0000 UTC;-0.91;Clouds
2022-01-07 01:00:00 +0000 UTC;-0.27;Clouds
2022-01-07 02:00:00 +0000 UTC;0.33;Clouds
2022-01-07 03:00:00 +0000 UTC;0.98;Snow
2022-01-07 04:00:00 +0000 UTC;1.23;Snow
2022-01-07 05:00:00 +0000 UTC;1.94;Rain
2022-01-07 06:00:00 +0000 UTC;2.08;Rain
2022-01-07 07:00:00 +0000 UTC;1.89;Rain
2022-01-07 08:00:00 +0000 UTC;1.72;Snow
2022-01-07 09:00:00 +0000 UTC;1.11;Snow
2022-01-07 10:00:00 +0000 UTC;1.23;Snow
2022-01-07 11:00:00 +0000 UTC;1.46;Snow
2022-01-07 12:00:00 +0000 UTC;1.91;Rain
2022-01-07 13:00:00 +0000 UTC;2.13;Rain
2022-01-07 14:00:00 +0000 UTC;2.15;Rain
2022-01-07 15:00:00 +0000 UTC;2.68;Rain
2022-01-07 16:00:00 +0000 UTC;2.69;Rain
2022-01-07 17:00:00 +0000 UTC;2.68;Clouds
2022-01-07 18:00:00 +0000 UTC;3.17;Rain
2022-01-07 19:00:00 +0000 UTC;3.09;Rain
2022-01-07 20:00:00 +0000 UTC;3.1;Rain
2022-01-07 21:00:00 +0000 UTC;2.8;Clouds
2022-01-07 22:00:00 +0000 UTC;2.52;Rain
2022-01-07 23:00:00 +0000 UTC;1.75;Clouds
2022-01-08 00:00:00 +0000 UTC;1.74;Snow
2022-01-08 01:00:00 +0000 UTC;2.31;Rain
2022-01-08 02:00:00 +0000 UTC;2.51;Rain
2022-01-08 03:00:00 +0000 UTC;2.31;Rain
2022-01-08 04:00:00 +0000 UTC;2.79;Rain
2022-01-08 05:00:00 +0000 UTC;2.3;Clouds
2022-01-08 06:00:00 +0000 UTC;2.31;Clouds
2022-01-08 07:00:00 +0000 UTC;1.75;Clouds
2022-01-08 08:00:00 +0000 UTC;2.22;Clouds
2022-01-08 09:00:00 +0000 UTC;1.07;Snow
2022-01-08 10:00:00 +0000 UTC;1.16;Snow
2022-01-08 11:00:00 +0000 UTC;1.08;Snow
2022-01-08 12:00:00 +0000 UTC;1.69;Snow
2022-01-08 13:00:00 +0000 UTC;0.83;Clouds
2022-01-08 14:00:00 +0000 UTC;1.09;Clouds
2022-01-08 15:00:00 +0000 UTC;1.55;Clouds
2022-01-08 16:00:00 +0000 UTC;0.79;Clouds
2022-01-08 17:00:00 +0000 UTC;0.74;Clouds
2022-01-08 18:00:00 +0000 UTC;0.75;Clouds
2022-01-08 19:00:00 +0000 UTC;0.64;Clouds
2022-01-08 20:00:00 +0000 UTC;0.47;Clouds
2022-01-08 21:00:00 +0000 UTC;0.53;Clouds
2022-01-08 22:00:00 +0000 UTC;0.44;Snow
2022-01-08 23:00:00 +0000 UTC;0.14;Snow
2022-01-09 00:00:00 +0000 UTC;0.18;Clouds
2022-01-09 01:00:00 +0000 UTC;0.45;Clouds
2022-01-09 02:00:00 +0000 UTC;0.47;Clouds
2022-01-09 03:00:00 +0000 UTC;0.71;Clouds
2022-01-09 04:00:00 +0000 UTC;0.72;Clouds
2022-01-09 05:00:00 +0000 UTC;0.62;Clouds
2022-01-09 06:00:00 +0000 UTC;0.64;Snow
2022-01-09 07:00:00 +0000 UTC;0.64;Snow
2022-01-09 08:00:00 +0000 UTC;1.03;Snow
2022-01-09 09:00:00 +0000 UTC;1.04;Snow
2022-01-09 10:00:00 +0000 UTC;1.01;Snow
2022-01-09 11:00:00 +0000 UTC;1.08;Snow
2022-01-09 12:00:00 +0000 UTC;1.1;Snow
2022-01-09 13:00:00 +0000 UTC;1.1;Snow
2022-01-09 14:00:00 +0000 UTC;0.55;Snow
2022-01-09 15:00:00 +0000 UTC;0.74;Snow
2022-01-09 16:00:00 +0000 UTC;1.03;Snow
2022-01-09 17:00:00 +0000 UTC;1.03;Snow
2022-01-09 18:00:00 +0000 UTC;1.03;Clouds
2022-01-09 19:00:00 +0000 UTC;1.03;Clouds
2022-01-09 20:00:00 +0000 UTC;1.03;Clouds
2022-01-09 21:00:00 +0000 UTC;1.02;Clouds
2022-01-09 22:00:00 +0000 UTC;0.75;Clouds
2022-01-09 23:00:00 +0000 UTC;0.74;Clouds
2022-01-10 00:00:00 +0000 UTC;0.75;Clouds
2022-01-10 01:00:00 +0000 UTC;0.74;Clouds
2022-01-10 02:00:00 +0000 UTC;1.21;Clouds
2022-01-10 03:00:00 +0000 UTC;0.16;Clouds
2022-01-10 04:00:00 +0000 UTC;0.02;Clouds
2022-01-10 05:00:00 +0000 UTC;-0.62;Clouds
2022-01-10 06:00:00 +0000 UTC;0.37;Clouds
2022-01-10 07:00:00 +0000 UTC;-0.65;Clouds
2022-01-10 08:00:00 +0000 UTC;0.36;Clouds
2022-01-10 09:00:00 +0000 UTC;-0.36;Clouds
2022-01-10 10:00:00 +0000 UTC;0.74;Clouds
2022-01-10 11:00:00 +0000 UTC;1.28;Clouds
2022-01-10 12:00:00 +0000 UTC;1.99;Clouds
2022-01-10 13:00:00 +0000 UTC;2.03;Clouds
2022-01-10 14:00:00 +0000 UTC;1.58;Clouds
2022-01-10 15:00:00 +0000 UTC;0.48;Clouds
2022-01-10 16:00:00 +0000 UTC;0.93;Clear
2022-01-10 17:00:00 +0000 UTC;-1.07;Clouds
2022-01-10 18:00:00 +0000 UTC;0.6;Clouds
2022-01-10 19:00:00 +0000 UTC;0.25;Clouds
2022-01-10 20:00:00 +0000 UTC;-0.78;Clouds
2022-01-10 21:00:00 +0000 UTC;-0.74;Clouds
2022-01-10 22:00:00 +0000 UTC;-0.76;Clouds
2022-01-10 23:00:00 +0000 UTC;-0.58;Clouds
2022-01-11 00:00:00 +0000 UTC;-0.57;Clouds
2022-01-11 01:00:00 +0000 UTC;-0.84;Clouds
2022-01-11 02:00:00 +0000 UTC;-0.76;Clouds
2022-01-11 03:00:00 +0000 UTC;-1.6;Clouds
2022-01-11 04:00:00 +0000 UTC;-1.14;Clouds
2022-01-11 05:00:00 +0000 UTC;-0.41;Clouds
2022-01-11 06:00:00 +0000 UTC;-0.01;Clouds
2022-01-11 07:00:00 +0000 UTC;0.01;Clouds
2022-01-11 08:00:00 +0000 UTC;0.3;Clouds
2022-01-11 09:00:00 +0000 UTC;0.3;Clouds
2022-01-11 10:00:00 +0000 UTC;0.54;Clouds
2022-01-11 11:00:00 +0000 UTC;1.04;Clouds
2022-01-11 12:00:00 +0000 UTC;1.35;Clouds
2022-01-11 13:00:00 +0000 UTC;1.74;Clouds
2022-01-11 14:00:00 +0000 UTC;2.2;Rain
2022-01-11 15:00:00 +0000 UTC;2.25;Rain
2022-01-11 16:00:00 +0000 UTC;2.25;Rain
2022-01-11 17:00:00 +0000 UTC;2.23;Rain
2022-01-11 18:00:00 +0000 UTC;2.23;Rain
2022-01-11 19:00:00 +0000 UTC;2.35;Rain
2022-01-11 20:00:00 +0000 UTC;2.83;Rain
2022-01-11 21:00:00 +0000 UTC;2.83;Rain
2022-01-11 22:00:00 +0000 UTC;2.86;Clouds
2022-01-11 23:00:00 +0000 UTC;2.83;Clouds
2022-01-12 00:00:00 +0000 UTC;3.43;Clouds
2022-01-12 01:00:00 +0000 UTC;2.93;Clouds
2022-01-12 02:00:00 +0000 UTC;2.72;Clouds
2022-01-12 03:00:00 +0000 UTC;2.42;Clouds
2022-01-12 04:00:00 +0000 UTC;2.04;Clouds
2022-01-12 05:00:00 +0000 UTC;1.94;Clouds
2022-01-12 06:00:00 +0000 UTC;2.36;Clouds
2022-01-12 07:00:00 +0000 UTC;2.93;Clouds
2022-01-12 08:00:00 +0000 UTC;2.94;Clouds
2022-01-12 09:00:00 +0000 UTC;3.7;Clouds
2022-01-12 10:00:00 +0000 UTC;4.12;Clouds
2022-01-12 11:00:00 +0000 UTC;4.63;Clouds
2022-01-12 12:00:00 +0000 UTC;4.83;Clouds
2022-01-12 13:00:00 +0000 UTC;5.2;Clouds
2022-01-12 14:00:00 +0000 UTC;4.91;Clouds
2022-01-12 15:00:00 +0000 UTC;4.95;Clouds
2022-01-12 16:00:00 +0000 UTC;5.43;Clouds
2022-01-12 17:00:00 +0000 UTC;5.81;Clouds
2022-01-12 18:00:00 +0000 UTC;5.3;Clouds
2022-01-12 19:00:00 +0000 UTC;6.36;Clouds
2022-01-12 20:00:00 +0000 UTC;6.47;Clouds
2022-01-12 21:00:00 +0000 UTC;6.46;Clouds
2022-01-12 22:00:00 +0000 UTC;6.47;Clouds
2022-01-12 23:00:00 +0000 UTC;6.75;Clouds
2022-01-13 00:00:00 +0000 UTC;6.75;Clouds
2022-01-13 01:00:00 +0000 UTC;6.45;Clouds
2022-01-13 02:00:00 +0000 UTC;6.46;Clouds
2022-01-13 03:00:00 +0000 UTC;6.46;Clouds
2022-01-13 04:00:00 +0000 UTC;6.14;Clouds
2022-01-13 05:00:00 +0000 UTC;7.22;Clouds
2022-01-13 06:00:00 +0000 UTC;7.22;Clouds
2022-01-13 07:00:00 +0000 UTC;6.83;Clouds
2022-01-13 08:00:00 +0000 UTC;6.83;Clouds
2022-01-13 09:00:00 +0000 UTC;6.44;Clouds
2022-01-13 10:00:00 +0000 UTC;6.49;Clouds
2022-01-13 11:00:00 +0000 UTC;6.77;Clouds
2022-01-13 12:00:00 +0000 UTC;6.5;Clouds
2022-01-13 13:00:00 +0000 UTC;6.46;Clouds
2022-01-13 14:00:00 +0000 UTC;6.15;Clouds
2022-01-13 15:00:00 +0000 UTC;6.13;Clouds
2022-01-13 16:00:00 +0000 UTC;6.14;Clouds
2022-01-13 17:00:00 +0000 UTC;6.17;Clouds
2022-01-13 18:00:00 +0000 UTC;6.18;Clouds
2022-01-13 19:00:00 +0000 UTC;6.43;Clouds
2022-01-13 20:00:00 +0000 UTC;6.63;Clear
2022-01-13 21:00:00 +0000 UTC;6.89;Clouds
2022-01-13 22:00:00 +0000 UTC;6.78;Clouds
2022-01-13 23:00:00 +0000 UTC;7.07;Clear
2022-01-14 00:00:00 +0000 UTC;7.56;Clouds
2022-01-14 01:00:00 +0000 UTC;7.57;Clear
2022-01-14 02:00:00 +0000 UTC;7.5;Clear
2022-01-14 03:00:00 +0000 UTC;7.23;Clear
2022-01-14 04:00:00 +0000 UTC;7.28;Clear
2022-01-14 05:00:00 +0000 UTC;7.84;Clear
2022-01-14 06:00:00 +0000 UTC;7.23;Clear
2022-01-14 07:00:00 +0000 UTC;6.02;Clear
2022-01-14 08:00:00 +0000 UTC;5.41;Clear
2022-01-14 09:00:00 +0000 UTC;5.76;Clear
2022-01-14 10:00:00 +0000 UTC;6.65;Clear
2022-01-14 11:00:00 +0000 UTC;7.09;Clear
2022-01-14 12:00:00 +0000 UTC;6.92;Clear
2022-01-14 13:00:00 +0000 UTC;6.34;Clear
2022-01-14 14:00:00 +0000 UTC;5.74;Clear
2022-01-14 15:00:00 +0000 UTC;3.56;Clear
2022-01-14 16:00:00 +0000 UTC;3.93;Clear
2022-01-14 17:00:00 +0000 UTC;2.91;Clear
2022-01-14 18:00:00 +0000 UTC;3.31;Clear
2022-01-14 19:00:00 +0000 UTC;2.84;Clear
2022-01-14 20:00:00 +0000 UTC;2.24;Clear
2022-01-14 21:00:00 +0000 UTC;1.27;Clear
2022-01-14 22:00:00 +0000 UTC;1.4;Clear
2022-01-14 23:00:00 +0000 UTC;0.49;Clear
2022-01-15 00:00:00 +0000 UTC;1.14;Clouds
2022-01-15 01:00:00 +0000 UTC;-0.47;Clouds
2022-01-15 02:00:00 +0000 UTC;0.86;Clouds
2022-01-15 03:00:00 +0000 UTC;0.87;Clouds
2022-01-15 04:00:00 +0000 UTC;0.6;Clouds
2022-01-15 05:00:00 +0000 UTC;0.44;Clouds
2022-01-15 06:00:00 +0000 UTC;0.28;Clouds
2022-01-15 07:00:00 +0000 UTC;0.35;Clouds
2022-01-15 08:00:00 +0000 UTC;-1.5;Clouds
2022-01-15 09:00:00 +0000 UTC;0.58;Clouds
2022-01-15 10:00:00 +0000 UTC;0.95;Clouds
2022-01-15 11:00:00 +0000 UTC;1.14;Clouds
2022-01-15 12:00:00 +0000 UTC;2.08;Clouds
2022-01-15 13:00:00 +0000 UTC;2.26;Clouds
2022-01-15 14:00:00 +0000 UTC;2.96;Clouds
2022-01-15 15:00:00 +0000 UTC;2.74;Clouds
2022-01-15 16:00:00 +0000 UTC;3.14;Clouds
2022-01-15 17:00:00 +0000 UTC;2.45;Clouds
2022-01-15 18:00:00 +0000 UTC;3.29;Clouds
2022-01-15 19:00:00 +0000 UTC;3.41;Clouds
2022-01-15 20:00:00 +0000 UTC;3.73;Clouds
2022-01-15 21:00:00 +0000 UTC;3.69;Clouds
2022-01-15 22:00:00 +0000 UTC;3.99;Rain
2022-01-15 23:00:00 +0000 UTC;3.72;Rain
2022-01-16 00:00:00 +0000 UTC;4.01;Rain
2022-01-16 01:00:00 +0000 UTC;4;Rain
2022-01-16 02:00:00 +0000 UTC;3.83;Rain
2022-01-16 03:00:00 +0000 UTC;3.82;Rain
2022-01-16 04:00:00 +0000 UTC;4;Rain
2022-01-16 05:00:00 +0000 UTC;4.03;Rain
2022-01-16 06:00:00 +0000 UTC;3.85;Rain
2022-01-16 07:00:00 +0000 UTC;3.84;Rain
2022-01-16 08:00:00 +0000 UTC;3.84;Rain
2022-01-16 09:00:00 +0000 UTC;4.34;Clouds
2022-01-16 10:00:00 +0000 UTC;4.33;Clouds
2022-01-16 11:00:00 +0000 UTC;4.73;Clouds
2022-01-16 12:00:00 +0000 UTC;4.75;Clouds
2022-01-16 13:00:00 +0000 UTC;5.39;Rain
2022-01-16 14:00:00 +0000 UTC;5.72;Rain
2022-01-16 15:00:00 +0000 UTC;5.84;Rain
2022-01-16 16:00:00 +0000 UTC;5.68;Rain
2022-01-16 17:00:00 +0000 UTC;5.1;Rain
2022-01-16 18:00:00 +0000 UTC;5.11;Clouds
2022-01-16 19:00:00 +0000 UTC;4.56;Clouds
2022-01-16 20:00:00 +0000 UTC;4.81;Clouds
2022-01-16 21:00:00 +0000 UTC;4.57;Clouds
2022-01-16 22:00:00 +0000 UTC;5.6;Clouds
2022-01-16 23:00:00 +0000 UTC;6.03;Clouds
2022-01-17 00:00:00 +0000 UTC;6.62;Clear
2022-01-17 01:00:00 +0000 UTC;6.77;Clouds
2022-01-17 02:00:00 +0000 UTC;5.24;Clouds
2022-01-17 03:00:00 +0000 UTC;3.77;Clouds
2022-01-17 04:00:00 +0000 UTC;2.74;Clouds
2022-01-17 05:00:00 +0000 UTC;1.78;Clear
2022-01-17 06:00:00 +0000 UTC;2.72;Clear
2022-01-17 07:00:00 +0000 UTC;1.77;Clear
2022-01-17 08:00:00 +0000 UTC;2.75;Clear
2022-01-17 09:00:00 +0000 UTC;3.36;Clear
2022-01-17 10:00:00 +0000 UTC;4.26;Clear
2022-01-17 11:00:00 +0000 UTC;4.63;Clear
2022-01-17 12:00:00 +0000 UTC;5;Clear
2022-01-17 13:00:00 +0000 UTC;4.96;Clear
2022-01-17 14:00:00 +0000 UTC;4.65;Clear
2022-01-17 15:00:00 +0000 UTC;2.5;Clear
2022-01-17 16:00:00 +0000 UTC;2.65;Clear
2022-01-17 17:00:00 +0000 UTC;3.89;Clear
2022-01-17 18:00:00 +0000 UTC;3.87;Clear
2022-01-17 19:00:00 +0000 UTC;3.77;Clear
2022-01-17 20:00:00 +0000 UTC;2.99;Clear
2022-01-17 21:00:00 +0000 UTC;2.51;Clear
2022-01-17 22:00:00 +0000 UTC;1.71;Clear
2022-01-17 23:00:00 +0000 UTC;1.08;Clear
2022-01-18 00:00:00 +0000 UTC;1.22;Clear
2022-01-18 01:00:00 +0000 UTC;0.99;Clouds
2022-01-18 02:00:00 +0000 UTC;-2.24;Clouds
2022-01-18 03:00:00 +0000 UTC;0.3;Clouds
2022-01-18 04:00:00 +0000 UTC;-1.35;Clouds
2022-01-18 05:00:00 +0000 UTC;0.67;Clear
2022-01-18 06:00:00 +0000 UTC;0.17;Clear
2022-01-18 07:00:00 +0000 UTC;1.71;Clear
2022-01-18 08:00:00 +0000 UTC;0.07;Clouds
2022-01-18 09:00:00 +0000 UTC;2.31;Clouds
2022-01-18 10:00:00 +0000 UTC;3.99;Clouds
2022-01-18 11:00:00 +0000 UTC;4.42;Clouds
2022-01-18 12:00:00 +0000 UTC;4.86;Clouds
2022-01-18 13:00:00 +0000 UTC;5.25;Clouds
2022-01-18 14:00:00 +0000 UTC;5.43;Clouds
2022-01-18 15:00:00 +0000 UTC;5.04;Clouds
2022-01-18 16:00:00 +0000 UTC;4.94;Clouds
2022-01-18 17:00:00 +0000 UTC;4.93;Clouds
2022-01-18 18:00:00 +0000 UTC;4.94;Clouds
2022-01-18 19:00:00 +0000 UTC;4.93;Clouds
2022-01-18 20:00:00 +0000 UTC;4.95;Clouds
2022-01-18 21:00:00 +0000 UTC;5.13;Clouds
2022-01-18 22:00:00 +0000 UTC;4.94;Clouds
2022-01-18 23:00:00 +0000 UTC;4.64;Clouds
2022-01-19 00:00:00 +0000 UTC;4.98;Clouds
2022-01-19 01:00:00 +0000 UTC;4.78;Clouds
2022-01-19 02:00:00 +0000 UTC;4.35;Clouds
2022-01-19 03:00:00 +0000 UTC;4.54;Clouds
2022-01-19 04:00:00 +0000 UTC;4.37;Clouds
2022-01-19 05:00:00 +0000 UTC;4.34;Clouds
2022-01-19 06:00:00 +0000 UTC;4.36;Clouds
2022-01-19 07:00:00 +0000 UTC;4.95;Clouds
2022-01-19 08:00:00 +0000 UTC;4.98;Clouds
2022-01-19 09:00:00 +0000 UTC;4.93;Clouds
2022-01-19 10:00:00 +0000 UTC;5.4;Clouds
2022-01-19 11:00:00 +0000 UTC;5.37;Clouds
2022-01-19 12:00:00 +0000 UTC;5.13;Rain
2022-01-19 13:00:00 +0000 UTC;4.92;Rain
2022-01-19 14:00:00 +0000 UTC;4.93;Rain
2022-01-19 15:00:00 +0000 UTC;4.92;Rain
2022-01-19 16:00:00 +0000 UTC;4.92;Rain
2022-01-19 17:00:00 +0000 UTC;4.92;Rain
2022-01-19 18:00:00 +0000 UTC;4.93;Rain
2022-01-19 19:00:00 +0000 UTC;4.13;Clear
2022-01-19 20:00:00 +0000 UTC;2.91;Clouds
2022-01-19 21:00:00 +0000 UTC;1.57;Snow
2022-01-19 22:00:00 +0000 UTC;0.86;Snow
2022-01-19 23:00:00 +0000 UTC;0.23;Snow
2022-01-20 00:00:00 +0000 UTC;0.81;Clouds
2022-01-20 01:00:00 +0000 UTC;-0.42;Clouds
2022-01-20 02:00:00 +0000 UTC;0.1;Clouds
2022-01-20 03:00:00 +0000 UTC;-1.02;Clouds
2022-01-20 04:00:00 +0000 UTC;0.4;Clouds
2022-01-20 05:00:00 +0000 UTC;-1.02;Clouds
2022-01-20 06:00:00 +0000 UTC;0.72;Clouds
2022-01-20 07:00:00 +0000 UTC;0.06;Clouds
2022-01-20 08:00:00 +0000 UTC;0.2;Clouds
2022-01-20 09:00:00 +0000 UTC;1.37;Clouds
2022-01-20 10:00:00 +0000 UTC;1.58;Clouds
2022-01-20 11:00:00 +0000 UTC;1.58;Clouds
2022-01-20 12:00:00 +0000 UTC;1.56;Clouds
